month,district,pincode,variety,temperature,rainfall,humidity,water_availability,suitability
1,Malappuram,676101,Panniyur 1,23.9,79.4,65.8,Medium,Plant with Care
1,Malappuram,676101,Panniyur 1,26.3,0.0,66.7,Medium,Plant with Care
1,Malappuram,676101,Panniyur 1,22.6,26.9,77.5,Medium,Plant with Care
1,Malappuram,676101,Panniyur 1,22.5,90.5,66.1,High,Plant with Care
1,Malappuram,676301,Panniyur 1,25.0,123.0,65.2,High,Plant with Care
1,Malappuram,676301,Panniyur 1,23.9,90.4,77.9,Low,Not Recommended
1,Malappuram,676301,Panniyur 1,23.3,37.2,63.1,Medium,Plant with Care
1,Malappuram,676301,Panniyur 1,22.8,49.7,75.6,Medium,Plant with Care
1,Malappuram,676301,Panniyur 1,25.9,7.1,74.7,High,Plant with Care
1,Malappuram,676505,Panniyur 1,25.4,62.9,73.6,Medium,Plant with Care
1,Malappuram,676505,Panniyur 1,25.1,54.3,64.2,High,Plant with Care
1,Malappuram,676505,Panniyur 1,22.8,23.4,70.0,Medium,Plant with Care
1,Malappuram,676505,Panniyur 1,25.6,45.7,78.0,Medium,Plant with Care
1,Malappuram,676505,Panniyur 1,22.5,88.6,68.7,Medium,Plant with Care
1,Malappuram,679323,Panniyur 1,22.5,39.7,70.7,Low,Not Recommended
1,Malappuram,679323,Panniyur 1,23.8,58.2,67.8,Medium,Plant with Care
1,Malappuram,679323,Panniyur 1,25.0,64.7,68.8,High,Plant with Care
1,Malappuram,679323,Panniyur 1,24.6,47.0,68.1,Medium,Plant with Care
1,Malappuram,679323,Panniyur 1,23.9,62.3,91.7,Medium,Not Recommended
2,Malappuram,676101,Panniyur 1,23.9,32.2,60.0,Medium,Plant with Care
2,Malappuram,676101,Panniyur 1,23.2,48.5,80.5,Low,Not Recommended
2,Malappuram,676101,Panniyur 1,27.7,76.7,78.4,Medium,Plant with Care
2,Malappuram,676101,Panniyur 1,25.4,29.4,57.2,High,Plant with Care
2,Malappuram,676101,Panniyur 1,24.2,26.8,79.3,High,Plant with Care
2,Malappuram,676301,Panniyur 1,23.4,69.0,68.7,Low,Not Recommended
2,Malappuram,676301,Panniyur 1,23.5,43.6,79.4,Medium,Plant with Care
2,Malappuram,676301,Panniyur 1,25.5,77.4,72.5,Low,Not Recommended
2,Malappuram,676301,Panniyur 1,24.8,18.6,64.3,High,Plant with Care
2,Malappuram,676301,Panniyur 1,26.6,14.6,72.4,Low,Not Recommended
2,Malappuram,676505,Panniyur 1,24.9,105.9,86.1,High,Plant with Care
2,Malappuram,676505,Panniyur 1,25.2,97.1,65.3,High,Plant with Care
2,Malappuram,676505,Panniyur 1,29.2,89.2,88.0,High,Plant with Care
2,Malappuram,676505,Panniyur 1,27.6,0.0,81.3,Low,Not Recommended
2,Malappuram,676505,Panniyur 1,26.4,71.5,59.7,Medium,Plant with Care
2,Malappuram,679323,Panniyur 1,25.2,32.3,74.7,High,Plant with Care
2,Malappuram,679323,Panniyur 1,27.9,18.7,50.9,Low,Not Recommended
2,Malappuram,679323,Panniyur 1,24.7,107.1,60.9,Medium,Plant with Care
2,Malappuram,679323,Panniyur 1,26.3,9.4,58.0,Low,Not Recommended
2,Malappuram,679323,Panniyur 1,23.2,73.7,71.1,Low,Not Recommended
3,Malappuram,676101,Panniyur 1,33.5,108.6,75.2,High,Plant with Care
3,Malappuram,676101,Panniyur 1,33.8,130.5,72.3,Medium,Plant with Care
3,Malappuram,676101,Panniyur 1,28.3,190.8,78.5,High,Recommended
3,Malappuram,676101,Panniyur 1,31.4,142.7,66.4,Low,Not Recommended
3,Malappuram,676101,Panniyur 1,34.4,147.8,66.2,High,Plant with Care
3,Malappuram,676301,Panniyur 1,28.9,132.1,72.4,High,Plant with Care
3,Malappuram,676301,Panniyur 1,29.3,56.1,77.5,Low,Not Recommended
3,Malappuram,676301,Panniyur 1,32.2,62.2,65.4,Medium,Plant with Care
3,Malappuram,676301,Panniyur 1,33.6,134.7,58.4,Medium,Plant with Care
3,Malappuram,676301,Panniyur 1,31.3,21.4,63.3,Medium,Plant with Care
3,Malappuram,676505,Panniyur 1,34.8,162.4,90.9,Medium,Plant with Care
3,Malappuram,676505,Panniyur 1,27.5,161.9,81.8,Medium,Recommended
3,Malappuram,676505,Panniyur 1,30.9,95.2,71.5,Low,Not Recommended
3,Malappuram,676505,Panniyur 1,32.0,98.3,66.4,Low,Not Recommended
3,Malappuram,676505,Panniyur 1,31.8,163.3,75.8,Low,Not Recommended
3,Malappuram,679323,Panniyur 1,31.9,47.1,71.8,Low,Not Recommended
3,Malappuram,679323,Panniyur 1,30.4,180.1,80.6,Low,Not Recommended
3,Malappuram,679323,Panniyur 1,31.6,70.2,67.4,Low,Not Recommended
3,Malappuram,679323,Panniyur 1,32.0,181.3,72.7,Medium,Plant with Care
3,Malappuram,679323,Panniyur 1,31.9,55.5,81.6,Medium,Plant with Care
4,Malappuram,676101,Panniyur 1,30.1,209.1,64.7,Medium,Plant with Care
4,Malappuram,676101,Panniyur 1,33.3,92.8,75.5,Low,Not Recommended
4,Malappuram,676101,Panniyur 1,34.9,101.7,77.9,Medium,Plant with Care
4,Malappuram,676101,Panniyur 1,27.9,193.6,85.9,Medium,Plant with Care
4,Malappuram,676101,Panniyur 1,35.7,178.1,64.8,Low,Not Recommended
4,Malappuram,676301,Panniyur 1,30.7,0.0,73.6,Low,Not Recommended
4,Malappuram,676301,Panniyur 1,32.9,150.2,72.2,Low,Not Recommended
4,Malappuram,676301,Panniyur 1,33.2,79.1,66.2,Low,Not Recommended
4,Malappuram,676301,Panniyur 1,33.4,117.0,68.5,High,Plant with Care
4,Malappuram,676301,Panniyur 1,30.4,42.0,74.6,Medium,Plant with Care
4,Malappuram,676505,Panniyur 1,29.1,125.8,76.9,Medium,Plant with Care
4,Malappuram,676505,Panniyur 1,33.5,139.5,60.9,Medium,Plant with Care
4,Malappuram,676505,Panniyur 1,30.8,113.5,74.1,Medium,Plant with Care
4,Malappuram,676505,Panniyur 1,32.7,94.1,71.6,Medium,Plant with Care
4,Malappuram,676505,Panniyur 1,31.5,54.2,73.3,Medium,Plant with Care
4,Malappuram,679323,Panniyur 1,29.1,93.6,61.0,Low,Not Recommended
4,Malappuram,679323,Panniyur 1,30.9,196.6,77.0,High,Plant with Care
4,Malappuram,679323,Panniyur 1,35.5,74.4,82.1,Medium,Not Recommended
4,Malappuram,679323,Panniyur 1,34.7,122.4,81.7,Medium,Plant with Care
4,Malappuram,679323,Panniyur 1,29.0,144.6,62.7,Medium,Plant with Care
5,Malappuram,676101,Panniyur 1,30.0,51.8,77.1,Low,Not Recommended
5,Malappuram,676101,Panniyur 1,30.0,149.8,91.1,Medium,Plant with Care
5,Malappuram,676101,Panniyur 1,33.9,162.2,75.5,Medium,Plant with Care
5,Malappuram,676101,Panniyur 1,31.0,208.5,92.5,High,Plant with Care
5,Malappuram,676101,Panniyur 1,32.5,167.3,73.4,Medium,Plant with Care
5,Malappuram,676301,Panniyur 1,34.2,137.6,81.6,Medium,Plant with Care
5,Malappuram,676301,Panniyur 1,37.0,135.7,76.0,Low,Not Recommended
5,Malappuram,676301,Panniyur 1,37.5,147.4,74.8,Medium,Not Recommended
5,Malappuram,676301,Panniyur 1,33.1,123.3,67.9,High,Plant with Care
5,Malappuram,676301,Panniyur 1,34.9,117.4,78.9,Medium,Plant with Care
5,Malappuram,676505,Panniyur 1,31.3,22.7,85.4,Medium,Not Recommended
5,Malappuram,676505,Panniyur 1,32.1,96.3,69.8,Medium,Plant with Care
5,Malappuram,676505,Panniyur 1,34.0,110.4,70.8,Medium,Plant with Care
5,Malappuram,676505,Panniyur 1,30.9,98.2,54.3,Low,Not Recommended
5,Malappuram,676505,Panniyur 1,35.2,131.8,84.1,Medium,Not Recommended
5,Malappuram,679323,Panniyur 1,35.6,77.8,92.0,Low,Not Recommended
5,Malappuram,679323,Panniyur 1,32.3,115.4,79.0,Medium,Plant with Care
5,Malappuram,679323,Panniyur 1,34.0,86.6,77.1,Low,Not Recommended
5,Malappuram,679323,Panniyur 1,34.2,54.3,67.3,Medium,Plant with Care
5,Malappuram,679323,Panniyur 1,31.2,207.3,66.1,Low,Not Recommended
6,Malappuram,676101,Panniyur 1,25.4,407.4,78.3,High,Recommended
6,Malappuram,676101,Panniyur 1,22.9,353.9,89.4,Medium,Recommended
6,Malappuram,676101,Panniyur 1,25.0,288.1,83.2,High,Recommended
6,Malappuram,676101,Panniyur 1,25.1,352.5,84.5,Medium,Recommended
6,Malappuram,676101,Panniyur 1,24.0,534.9,74.0,High,Plant with Care
6,Malappuram,676301,Panniyur 1,26.4,431.7,77.4,High,Recommended
6,Malappuram,676301,Panniyur 1,24.7,341.3,83.6,High,Recommended
6,Malappuram,676301,Panniyur 1,26.5,488.1,73.9,High,Recommended
6,Malappuram,676301,Panniyur 1,24.5,455.2,89.1,Medium,Plant with Care
6,Malappuram,676301,Panniyur 1,27.0,297.7,90.4,High,Recommended
6,Malappuram,676505,Panniyur 1,24.5,406.1,86.7,High,Plant with Care
6,Malappuram,676505,Panniyur 1,23.1,443.5,88.6,Medium,Plant with Care
6,Malappuram,676505,Panniyur 1,25.4,308.4,83.3,High,Recommended
6,Malappuram,676505,Panniyur 1,26.7,326.0,92.5,Medium,Recommended
6,Malappuram,676505,Panniyur 1,27.1,368.3,81.6,High,Recommended
6,Malappuram,679323,Panniyur 1,29.4,257.6,89.2,Medium,Recommended
6,Malappuram,679323,Panniyur 1,26.0,297.0,84.6,Medium,Recommended
6,Malappuram,679323,Panniyur 1,22.0,190.9,82.2,High,Recommended
6,Malappuram,679323,Panniyur 1,25.5,463.6,75.3,High,Recommended
6,Malappuram,679323,Panniyur 1,25.0,389.1,85.9,High,Recommended
7,Malappuram,676101,Panniyur 1,25.7,342.0,82.9,High,Recommended
7,Malappuram,676101,Panniyur 1,27.8,334.1,76.8,High,Recommended
7,Malappuram,676101,Panniyur 1,28.8,432.3,95.0,High,Plant with Care
7,Malappuram,676101,Panniyur 1,24.4,303.0,89.4,High,Recommended
7,Malappuram,676101,Panniyur 1,26.5,399.6,76.0,High,Recommended
7,Malappuram,676301,Panniyur 1,24.9,378.7,80.8,High,Recommended
7,Malappuram,676301,Panniyur 1,24.5,332.0,87.1,High,Recommended
7,Malappuram,676301,Panniyur 1,25.7,262.6,82.0,High,Recommended
7,Malappuram,676301,Panniyur 1,28.1,319.9,83.3,High,Recommended
7,Malappuram,676301,Panniyur 1,23.5,373.0,90.4,High,Recommended
7,Malappuram,676505,Panniyur 1,27.6,422.8,86.0,Medium,Plant with Care
7,Malappuram,676505,Panniyur 1,27.7,339.6,81.9,High,Recommended
7,Malappuram,676505,Panniyur 1,22.3,312.8,95.0,High,Recommended
7,Malappuram,676505,Panniyur 1,24.2,263.0,81.8,High,Recommended
7,Malappuram,676505,Panniyur 1,25.4,418.1,94.1,High,Plant with Care
7,Malappuram,679323,Panniyur 1,30.0,300.7,92.9,High,Recommended
7,Malappuram,679323,Panniyur 1,25.9,344.1,77.9,Medium,Recommended
7,Malappuram,679323,Panniyur 1,27.9,181.8,89.1,High,Recommended
7,Malappuram,679323,Panniyur 1,24.7,321.0,91.5,High,Recommended
7,Malappuram,679323,Panniyur 1,27.8,478.0,88.0,High,Plant with Care
8,Malappuram,676101,Panniyur 1,25.0,284.0,79.4,High,Recommended
8,Malappuram,676101,Panniyur 1,26.6,286.0,77.9,High,Recommended
8,Malappuram,676101,Panniyur 1,23.8,156.3,78.0,High,Recommended
8,Malappuram,676101,Panniyur 1,21.8,442.2,88.3,High,Plant with Care
8,Malappuram,676101,Panniyur 1,26.1,261.3,85.2,High,Recommended
8,Malappuram,676301,Panniyur 1,23.2,445.8,82.3,High,Plant with Care
8,Malappuram,676301,Panniyur 1,25.0,304.8,84.5,High,Recommended
8,Malappuram,676301,Panniyur 1,26.2,291.1,92.2,High,Plant with Care
8,Malappuram,676301,Panniyur 1,24.9,355.0,78.8,High,Recommended
8,Malappuram,676301,Panniyur 1,27.1,171.3,78.7,High,Recommended
8,Malappuram,676505,Panniyur 1,27.8,332.2,80.1,High,Recommended
8,Malappuram,676505,Panniyur 1,28.0,166.1,95.0,High,Plant with Care
8,Malappuram,676505,Panniyur 1,24.9,268.4,87.2,Medium,Recommended
8,Malappuram,676505,Panniyur 1,26.8,340.5,86.3,High,Plant with Care
8,Malappuram,676505,Panniyur 1,29.7,397.6,93.2,Medium,Plant with Care
8,Malappuram,679323,Panniyur 1,27.9,482.4,87.8,High,Plant with Care
8,Malappuram,679323,Panniyur 1,26.5,288.9,85.2,High,Recommended
8,Malappuram,679323,Panniyur 1,29.8,426.9,91.7,High,Plant with Care
8,Malappuram,679323,Panniyur 1,24.9,231.5,81.5,High,Recommended
8,Malappuram,679323,Panniyur 1,27.7,303.3,87.9,High,Plant with Care
9,Malappuram,676101,Panniyur 1,26.5,453.1,91.5,Medium,Plant with Care
9,Malappuram,676101,Panniyur 1,29.5,451.8,85.3,High,Plant with Care
9,Malappuram,676101,Panniyur 1,26.0,348.6,83.0,High,Recommended
9,Malappuram,676101,Panniyur 1,23.9,199.0,79.4,Medium,Recommended
9,Malappuram,676101,Panniyur 1,27.7,307.5,74.9,High,Recommended
9,Malappuram,676301,Panniyur 1,23.0,348.9,85.9,Medium,Plant with Care
9,Malappuram,676301,Panniyur 1,26.7,255.9,79.5,High,Recommended
9,Malappuram,676301,Panniyur 1,27.7,344.3,77.6,High,Recommended
9,Malappuram,676301,Panniyur 1,23.8,301.2,77.5,High,Recommended
9,Malappuram,676301,Panniyur 1,25.3,367.0,92.4,High,Plant with Care
9,Malappuram,676505,Panniyur 1,25.5,259.7,90.6,Medium,Plant with Care
9,Malappuram,676505,Panniyur 1,31.2,283.3,84.7,High,Recommended
9,Malappuram,676505,Panniyur 1,26.7,301.1,79.6,High,Recommended
9,Malappuram,676505,Panniyur 1,27.8,323.3,77.9,High,Recommended
9,Malappuram,676505,Panniyur 1,27.5,302.9,79.1,Medium,Recommended
9,Malappuram,679323,Panniyur 1,27.8,509.7,75.5,Medium,Plant with Care
9,Malappuram,679323,Panniyur 1,25.9,173.1,78.5,High,Recommended
9,Malappuram,679323,Panniyur 1,26.0,259.7,77.2,High,Recommended
9,Malappuram,679323,Panniyur 1,23.7,395.3,86.0,High,Plant with Care
9,Malappuram,679323,Panniyur 1,29.0,358.3,80.1,Medium,Recommended
10,Malappuram,676101,Panniyur 1,25.5,159.7,81.4,High,Recommended
10,Malappuram,676101,Panniyur 1,26.4,146.2,87.6,Low,Plant with Care
10,Malappuram,676101,Panniyur 1,22.9,85.9,77.9,Medium,Plant with Care
10,Malappuram,676101,Panniyur 1,28.1,211.6,77.3,Medium,Recommended
10,Malappuram,676101,Panniyur 1,27.3,2.8,78.6,Low,Not Recommended
10,Malappuram,676301,Panniyur 1,25.5,306.0,77.1,Medium,Plant with Care
10,Malappuram,676301,Panniyur 1,27.8,186.7,90.4,High,Plant with Care
10,Malappuram,676301,Panniyur 1,27.1,73.3,83.5,Low,Not Recommended
10,Malappuram,676301,Panniyur 1,24.8,198.2,79.7,Low,Plant with Care
10,Malappuram,676301,Panniyur 1,28.1,362.4,87.8,High,Plant with Care
10,Malappuram,676505,Panniyur 1,26.9,236.7,63.8,Medium,Recommended
10,Malappuram,676505,Panniyur 1,32.8,206.6,78.3,Medium,Plant with Care
10,Malappuram,676505,Panniyur 1,26.9,218.0,92.4,Medium,Plant with Care
10,Malappuram,676505,Panniyur 1,26.6,280.7,80.7,High,Recommended
10,Malappuram,676505,Panniyur 1,25.2,267.6,71.8,High,Recommended
10,Malappuram,679323,Panniyur 1,25.5,98.5,75.2,Medium,Plant with Care
10,Malappuram,679323,Panniyur 1,28.0,0.0,84.5,Low,Not Recommended
10,Malappuram,679323,Panniyur 1,25.5,167.8,78.9,Low,Plant with Care
10,Malappuram,679323,Panniyur 1,27.6,267.9,65.9,High,Recommended
10,Malappuram,679323,Panniyur 1,26.6,256.6,79.5,High,Recommended
11,Malappuram,676101,Panniyur 1,27.7,184.7,67.8,Medium,Recommended
11,Malappuram,676101,Panniyur 1,26.7,184.2,80.2,High,Recommended
11,Malappuram,676101,Panniyur 1,29.8,308.1,71.3,High,Plant with Care
11,Malappuram,676101,Panniyur 1,25.4,291.9,85.2,High,Plant with Care
11,Malappuram,676101,Panniyur 1,26.3,152.8,69.4,High,Recommended
11,Malappuram,676301,Panniyur 1,22.3,193.9,69.7,Low,Plant with Care
11,Malappuram,676301,Panniyur 1,26.5,262.2,69.0,High,Recommended
11,Malappuram,676301,Panniyur 1,23.2,147.7,81.4,High,Plant with Care
11,Malappuram,676301,Panniyur 1,26.8,194.3,87.9,Medium,Plant with Care
11,Malappuram,676301,Panniyur 1,28.4,135.3,95.0,High,Plant with Care
11,Malappuram,676505,Panniyur 1,23.9,292.9,69.4,High,Recommended
11,Malappuram,676505,Panniyur 1,24.8,220.9,77.2,Low,Plant with Care
11,Malappuram,676505,Panniyur 1,28.6,280.2,76.5,High,Recommended
11,Malappuram,676505,Panniyur 1,26.3,117.9,85.4,Medium,Plant with Care
11,Malappuram,676505,Panniyur 1,27.0,66.2,77.5,Medium,Plant with Care
11,Malappuram,679323,Panniyur 1,26.0,212.4,82.3,Medium,Recommended
11,Malappuram,679323,Panniyur 1,29.0,53.2,80.1,High,Plant with Care
11,Malappuram,679323,Panniyur 1,29.0,244.2,87.2,Low,Plant with Care
11,Malappuram,679323,Panniyur 1,24.4,253.6,70.1,Medium,Recommended
11,Malappuram,679323,Panniyur 1,30.5,104.2,77.1,High,Plant with Care
12,Malappuram,676101,Panniyur 1,27.6,69.7,71.6,Medium,Plant with Care
12,Malappuram,676101,Panniyur 1,23.8,137.2,71.5,Low,Plant with Care
12,Malappuram,676101,Panniyur 1,26.2,0.0,72.1,Medium,Plant with Care
12,Malappuram,676101,Panniyur 1,23.5,93.4,73.2,High,Plant with Care
12,Malappuram,676101,Panniyur 1,22.9,44.0,73.8,Low,Not Recommended
12,Malappuram,676301,Panniyur 1,25.7,33.6,67.9,High,Plant with Care
12,Malappuram,676301,Panniyur 1,25.5,63.2,71.1,Low,Not Recommended
12,Malappuram,676301,Panniyur 1,25.9,28.6,67.7,High,Plant with Care
12,Malappuram,676301,Panniyur 1,22.5,25.6,82.7,Low,Not Recommended
12,Malappuram,676301,Panniyur 1,27.8,7.5,75.8,High,Plant with Care
12,Malappuram,676505,Panniyur 1,26.9,0.0,81.6,Medium,Plant with Care
12,Malappuram,676505,Panniyur 1,25.3,41.0,70.5,Low,Not Recommended
12,Malappuram,676505,Panniyur 1,26.2,95.4,65.6,Low,Not Recommended
12,Malappuram,676505,Panniyur 1,27.2,79.6,71.4,Medium,Plant with Care
12,Malappuram,676505,Panniyur 1,25.8,82.0,73.9,Low,Not Recommended
12,Malappuram,679323,Panniyur 1,23.7,87.3,67.9,Medium,Plant with Care
12,Malappuram,679323,Panniyur 1,27.9,29.4,69.4,Medium,Plant with Care
12,Malappuram,679323,Panniyur 1,23.0,48.4,60.4,Low,Not Recommended
12,Malappuram,679323,Panniyur 1,23.0,73.4,75.1,Medium,Plant with Care
12,Malappuram,679323,Panniyur 1,25.2,7.8,67.3,High,Plant with Care
1,Malappuram,676101,Panniyur 5,25.3,30.0,53.0,Low,Not Recommended
1,Malappuram,676101,Panniyur 5,21.1,23.5,82.2,High,Plant with Care
1,Malappuram,676101,Panniyur 5,27.5,36.1,70.7,Medium,Plant with Care
1,Malappuram,676101,Panniyur 5,24.6,24.4,73.4,High,Plant with Care
1,Malappuram,676101,Panniyur 5,25.1,52.0,84.6,Medium,Plant with Care
1,Malappuram,676301,Panniyur 5,26.3,49.3,77.1,High,Plant with Care
1,Malappuram,676301,Panniyur 5,26.9,42.6,70.0,Medium,Plant with Care
1,Malappuram,676301,Panniyur 5,27.3,77.4,61.1,High,Plant with Care
1,Malappuram,676301,Panniyur 5,26.4,45.8,79.1,Low,Not Recommended
1,Malappuram,676301,Panniyur 5,23.0,70.9,66.5,High,Plant with Care
1,Malappuram,676505,Panniyur 5,22.8,47.2,69.6,Medium,Plant with Care
1,Malappuram,676505,Panniyur 5,24.6,57.5,58.0,Medium,Plant with Care
1,Malappuram,676505,Panniyur 5,23.8,15.7,76.7,Medium,Plant with Care
1,Malappuram,676505,Panniyur 5,26.6,45.6,61.9,Medium,Plant with Care
1,Malappuram,676505,Panniyur 5,27.5,36.7,95.0,High,Plant with Care
1,Malappuram,679323,Panniyur 5,22.1,72.7,54.8,Medium,Plant with Care
1,Malappuram,679323,Panniyur 5,24.4,65.8,66.5,Medium,Plant with Care
1,Malappuram,679323,Panniyur 5,23.9,0.0,67.6,Low,Not Recommended
1,Malappuram,679323,Panniyur 5,25.7,66.0,62.1,Medium,Plant with Care
1,Malappuram,679323,Panniyur 5,25.4,62.9,62.4,Low,Not Recommended
2,Malappuram,676101,Panniyur 5,29.6,45.9,59.9,Low,Not Recommended
2,Malappuram,676101,Panniyur 5,24.9,22.6,77.6,High,Plant with Care
2,Malappuram,676101,Panniyur 5,23.8,46.9,60.4,Medium,Plant with Care
2,Malappuram,676101,Panniyur 5,23.9,73.9,67.0,Medium,Plant with Care
2,Malappuram,676101,Panniyur 5,22.9,24.7,86.6,Medium,Plant with Care
2,Malappuram,676301,Panniyur 5,23.4,72.7,61.1,Medium,Plant with Care
2,Malappuram,676301,Panniyur 5,26.4,54.3,52.9,High,Plant with Care
2,Malappuram,676301,Panniyur 5,19.4,92.5,62.2,Low,Not Recommended
2,Malappuram,676301,Panniyur 5,24.4,78.3,67.4,Low,Not Recommended
2,Malappuram,676301,Panniyur 5,25.4,45.2,64.6,Low,Not Recommended
2,Malappuram,676505,Panniyur 5,24.9,48.0,69.2,Medium,Plant with Care
2,Malappuram,676505,Panniyur 5,27.1,90.0,74.6,High,Plant with Care
2,Malappuram,676505,Panniyur 5,25.1,58.1,63.7,Low,Not Recommended
2,Malappuram,676505,Panniyur 5,21.9,100.2,71.0,High,Recommended
2,Malappuram,676505,Panniyur 5,23.4,40.3,60.7,High,Plant with Care
2,Malappuram,679323,Panniyur 5,20.4,46.4,68.2,Medium,Plant with Care
2,Malappuram,679323,Panniyur 5,24.9,61.7,66.5,Medium,Plant with Care
2,Malappuram,679323,Panniyur 5,26.9,33.5,76.7,Low,Not Recommended
2,Malappuram,679323,Panniyur 5,25.4,49.1,79.4,Low,Not Recommended
2,Malappuram,679323,Panniyur 5,22.7,35.0,79.2,High,Plant with Care
3,Malappuram,676101,Panniyur 5,32.7,71.3,75.6,Low,Not Recommended
3,Malappuram,676101,Panniyur 5,32.9,111.2,60.0,Low,Not Recommended
3,Malappuram,676101,Panniyur 5,34.3,174.7,84.1,Medium,Plant with Care
3,Malappuram,676101,Panniyur 5,34.0,168.8,80.9,Medium,Plant with Care
3,Malappuram,676101,Panniyur 5,34.2,89.7,81.3,Medium,Plant with Care
3,Malappuram,676301,Panniyur 5,32.5,169.0,74.9,High,Plant with Care
3,Malappuram,676301,Panniyur 5,31.6,34.7,61.0,Low,Not Recommended
3,Malappuram,676301,Panniyur 5,30.9,89.7,82.4,Low,Not Recommended
3,Malappuram,676301,Panniyur 5,30.9,145.9,80.5,High,Plant with Care
3,Malappuram,676301,Panniyur 5,34.5,151.0,86.7,Medium,Plant with Care
3,Malappuram,676505,Panniyur 5,36.8,97.1,88.8,Low,Not Recommended
3,Malappuram,676505,Panniyur 5,33.5,115.5,67.2,Medium,Plant with Care
3,Malappuram,676505,Panniyur 5,35.0,87.7,67.9,Low,Not Recommended
3,Malappuram,676505,Panniyur 5,30.4,100.5,71.8,Medium,Plant with Care
3,Malappuram,676505,Panniyur 5,27.9,124.3,73.7,High,Recommended
3,Malappuram,679323,Panniyur 5,31.4,204.3,65.4,Medium,Plant with Care
3,Malappuram,679323,Panniyur 5,31.6,162.5,72.6,Low,Not Recommended
3,Malappuram,679323,Panniyur 5,31.6,111.6,75.2,Low,Not Recommended
3,Malappuram,679323,Panniyur 5,31.7,106.4,76.6,High,Plant with Care
3,Malappuram,679323,Panniyur 5,31.0,104.2,67.2,Low,Not Recommended
4,Malappuram,676101,Panniyur 5,32.9,78.8,65.7,Low,Not Recommended
4,Malappuram,676101,Panniyur 5,33.2,116.9,62.7,Low,Not Recommended
4,Malappuram,676101,Panniyur 5,35.0,133.8,64.2,Low,Not Recommended
4,Malappuram,676101,Panniyur 5,33.2,144.5,65.1,High,Plant with Care
4,Malappuram,676101,Panniyur 5,30.1,91.7,67.2,Medium,Plant with Care
4,Malappuram,676301,Panniyur 5,33.0,171.2,76.9,Low,Not Recommended
4,Malappuram,676301,Panniyur 5,34.3,101.9,66.0,High,Plant with Care
4,Malappuram,676301,Panniyur 5,32.6,105.4,69.0,High,Plant with Care
4,Malappuram,676301,Panniyur 5,34.8,54.8,66.5,Low,Not Recommended
4,Malappuram,676301,Panniyur 5,30.6,185.7,79.7,Low,Not Recommended
4,Malappuram,676505,Panniyur 5,30.0,87.3,81.4,Low,Not Recommended
4,Malappuram,676505,Panniyur 5,33.7,0.0,90.2,Low,Not Recommended
4,Malappuram,676505,Panniyur 5,31.6,51.4,68.5,Low,Not Recommended
4,Malappuram,676505,Panniyur 5,29.4,159.4,68.4,Medium,Recommended
4,Malappuram,676505,Panniyur 5,33.9,153.8,82.9,Medium,Plant with Care
4,Malappuram,679323,Panniyur 5,31.0,157.7,80.3,Low,Not Recommended
4,Malappuram,679323,Panniyur 5,30.5,62.2,73.6,Medium,Plant with Care
4,Malappuram,679323,Panniyur 5,33.1,145.4,75.2,Low,Not Recommended
4,Malappuram,679323,Panniyur 5,32.4,84.6,75.6,Medium,Plant with Care
4,Malappuram,679323,Panniyur 5,28.3,138.8,80.2,High,Recommended
5,Malappuram,676101,Panniyur 5,35.5,85.3,73.3,Low,Not Recommended
5,Malappuram,676101,Panniyur 5,31.5,84.6,83.1,Low,Not Recommended
5,Malappuram,676101,Panniyur 5,30.5,164.1,83.3,Medium,Plant with Care
5,Malappuram,676101,Panniyur 5,34.4,122.1,87.2,Medium,Plant with Care
5,Malappuram,676101,Panniyur 5,29.3,78.5,61.4,Low,Not Recommended
5,Malappuram,676301,Panniyur 5,34.7,195.6,77.5,High,Plant with Care
5,Malappuram,676301,Panniyur 5,32.1,121.9,81.1,Low,Not Recommended
5,Malappuram,676301,Panniyur 5,32.8,223.3,80.9,High,Plant with Care
5,Malappuram,676301,Panniyur 5,33.5,200.4,79.5,Low,Not Recommended
5,Malappuram,676301,Panniyur 5,35.4,131.5,67.9,Medium,Not Recommended
5,Malappuram,676505,Panniyur 5,29.8,134.8,75.8,Medium,Recommended
5,Malappuram,676505,Panniyur 5,29.9,174.5,65.5,Medium,Recommended
5,Malappuram,676505,Panniyur 5,31.8,54.8,68.8,Low,Not Recommended
5,Malappuram,676505,Panniyur 5,31.2,74.9,70.6,Low,Not Recommended
5,Malappuram,676505,Panniyur 5,29.7,139.3,58.0,High,Plant with Care
5,Malappuram,679323,Panniyur 5,29.8,210.0,83.4,Low,Not Recommended
5,Malappuram,679323,Panniyur 5,32.2,96.9,84.7,Medium,Plant with Care
5,Malappuram,679323,Panniyur 5,36.3,144.3,69.7,Medium,Not Recommended
5,Malappuram,679323,Panniyur 5,33.1,155.1,71.2,Medium,Plant with Care
5,Malappuram,679323,Panniyur 5,34.5,161.8,71.3,Low,Not Recommended
6,Malappuram,676101,Panniyur 5,27.4,382.6,83.0,High,Recommended
6,Malappuram,676101,Panniyur 5,25.3,360.9,82.3,High,Recommended
6,Malappuram,676101,Panniyur 5,28.4,168.6,84.8,High,Recommended
6,Malappuram,676101,Panniyur 5,25.7,318.5,84.0,High,Recommended
6,Malappuram,676101,Panniyur 5,26.4,213.0,85.9,High,Recommended
6,Malappuram,676301,Panniyur 5,28.1,386.4,83.9,High,Recommended
